The lowest temperature ever measured is -37.8 ° C on January 15, 1957.	La temperatura más baxo enxamás midida ye de -37,8 °C el 15 de xineru de 1957.
The Game released two more mixtapes, Ghost Unit and a mixtape/DVD called Stop snitching –stop lying.	The Game llanzó dos mixtapes más, "Ghost Unit" y un mixtape/DVD llamáu "Stop Snitchin, Stop Lyin".
It is traced through Bronze age artifacts, particularly ornamental gold objects, and the religious carvings and illuminated manuscripts of the mediæval period.	Son artefactos dataos de la Edá del bronce, particularmente oxetos ornamentales d'oru, y los tallaos relixosos y manuscritos illustraos del medievu.
Package isn't installed	El paquete nun s'instaló
The Rashtrakuta period marked the beginning of the golden age of southern Indian mathematics.	El períodu rashtrakuta marcó l'empiezu de la edá dorada de les matemátiques nel sur de la India.
He appeared on the show during the 1993-1994 season.	Foi'l anfitrión d'esti show na temporada 1993-94.
The Germanic tribes rarely or never had temples in a modern sense.	Les tribus xermanes nunca o escasamente tuvieron templos nel sentíu modernu de la palabra.
Henry Ford (July 30, 1863 – April 7, 1947) was a American founder of the Ford Motor Company.	Henry Ford (30 de xunetu de 1863 - 7 d'abril de 1947) foi'l fundador de la empresa automovilística Ford Motor Company.
He grew up in a Jewish family.	Creció nel senu d'una familia xudía.
Through these companies the government controls approximately 30 percent of the stock values at the Oslo Stock Exchange.	Al traviés d'estes grandes empreses l'estáu controla'l 30% del valor de la bolsa d'Oslo.
“All criminal acts directed against a State along with intended or calculated to create a state of terror in the minds of particular persons or a group of persons or the general public.”	«Cualquier actu criminal dirixíu contra un estáu y empuestu a o calculáu pa crear un estáu de terror nes mentes de persones particulares, d'un grupu de persones o del públicu polo xeneral.»[20]
Fröhlich Prize, prize of the London Mathematical Society, in memory of Albrecht Fröhlich	El Premiu Fröhlich de la Sociedá Matemática de Londres otorgar nos añpáresvos na memoria de Albrecht Fröhlich.
This happens at the solstices.	Esto ocurre nel solsticiu d'avientu.
Both the books of paintings and the biographies were published between 1827 and 1839.	Tanto'l llibru de dibuxos como les "biografíes" fueron publicaos ente 1827 y 1839.
For preservation, it was replaced by a bronze copy in 1988 and the original, after restoration, was given its current place in the Sala dei Gigli inside the Palazzo Vecchio.	Sustituyir por una copia en bronce en 1988 y l'orixinal, dempués de la so restauración, asitiar na Sala dei Gigli nel interior del Palazzo Vecchio.[79]
They were married on June 12, 1994, in Ohio, and then had a second ceremony, at San Ysidro Ranch, in California.	Casáronse'l 12 de xunu de 1994 en Ohio y dempués fixeron una segunda ceremonia nel Ranchu San Ysidro de California.
Quickly thereafter, the division produced its first Type A Engine in 1934, which in turn was used for the production of the first Model A1 passenger in May 1935 and the G1 truck in August 1935	Poco dempués, la división produció'l so primer motor tipu A en 1934, que foi usada nel primer modelo A1 en mayu de 1935 y el camión G1 n'agostu de 1935.
In 1994, Cedric also won the Richard Pryor Comic of the Year Award from BET.	En 1994, Cedric ganó'l premiu "Richard Pryor Cómic del añu" de BET.
In 1803 Harrison lobbied Congress to repeal Article 6 of the Northwest Ordinance to permit slavery in the Indiana Territory.	En 1803, Harrison influyó al congresu a revocar l'Artículu 6 de la Ordenanza Noroeste, coles mires de dexar la esclavitú nel Territoriu d'Indiana.
This road is the Olympic Center and the Plaza de la Salud .	Nesta vía atopa'l Centro Olímpicu y la Plaza de la Salú.
The University of Oviedo collaborates with the CRUE and the ONCE Foundation to promote universal accessibility to the formative curricula	La Universidá d'Uviéu collabora cola CRUE y la Fundación ONCE pa impulsar l'accesibilidá universal nos currículos formativos
Oceanic crust is the thin layer of solidified volcanic basalt that covers the Earth's mantle.	La corteza oceánica ye una capa fina del basaltu volcánicu solidificáu que cubre el mantu de la Tierra.
A year later, the school relocated to Ranchi.[3] This school would later become the Yogoda Satsanga Society of India, the Indian branch of Yogananda's American organization, Self-Realization Fellowship.	Un añu dempués, la escuela treslladar a Ranchi, y más tarde convirtióse na Yogoda Satsanga Society d'India, que ye la caña india de la organización de Yogananda n'Estaos Xuníos, Self–Realization Fellowship (SRF).
The Myth of Monogamy: Fidelity and Infidelity In Animals and People.	El mitu de la monogamia; la fidelidá y l'infidelidá nos animales y nes persones.
Astronomically, it begins with the spring equinox (around March 20 in the Northern Hemisphere, and September 23 in the Southern Hemisphere), and ends with the summer solstice (around June 21 in the Northern Hemisphere and December 21 in the Southern Hemisphere).	Astronómicamente, entama col equinocciu de primavera (alredor del 21 de marzu nel hemisferiu norte, y el 23 de setiembre nel hemisferiu sur), y acaba col solsticiu de branu (alredor del 21 de xunu nel hemisferiu norte y el 21 d'avientu nel hemisferiu sur).
The Myth of Monogamy: Fidelity and Infedelity in Animals and People	El mitu de la monogamia; la fidelidá y l'infidelidá nos animales y nes persones.
However, on May 17, 1990, the WHO General Assembly excluded homosexuality from the list of mental illnesses.	El 17 de mayu de 1990 l’Asamblea Xeneral de la Organización Mundial de la Salú alcordó esaniciar la homosexualidá de la llista d’enfermedaes mentales.
Joseph Stalin died on March 5, 1953.	Iosif Stalin morrió'l 5 de marzu de 1953.
Heisenberg won the 1932 Nobel Prize in Physics.	Heisenberg foi galardonáu col Premiu Nobel de Física en 1932.
The results are displayed in a formatted HTML report.	Los resultaos tán en formatu HTML.
Museums for a Sustainable Society	Museos pa una sociedá sostenible
Located southeast of Karachi, the large delta has been recognised by conservationists as one of the world's most important ecological regions.	El gran delta, asitiáu al sureste de Karachi, foi reconocíu polos conservacionistas como una de les rexones ecolóxiques más importantes del mundu.
In October of that same year he starred with Sean Penn and Billy Bob Thornton the movie U Turn directed by Oliver Stone .	N'ochobre d'esi mesmu añu protagonizó xuntu a Sean Penn y Billy Bob Thornton la película O Turn dirixida por Oliver Stone.
Crossed from the twelfth to the seventeenth century in Europe brought back The Canon of Medicine, which influenced the practice and teaching of Western medicine.	Les cruzaes del sieglu XII al sieglu XVII traxeron de nuevu a Europa'l Canon de la medicina, qu'influyó la práctica y l'enseñanza de la medicina occidental.
Comoros, Mauritius and Seychelles – small island nations in the Indian Ocean.	Comores, Mauriciu y Seixeles, trés pequeñes naciones insulares asitiaes nel océanu Índicu.
Istana Nurul Iman is the official residence of the Sultan of Brunei.	El Palaciu Istana Nurul Iman ye la residencia del sultán de Brunéi.
In 1994, the WHO’s Americas region (36 countries) was certified polio-free, followed by the Western Pacific region (37 countries including China) in 2000.	En 1994, la OMS consideró a la Rexón d'América (36 países) llibre de polio, nel añu 2000 facer cola Rexón del Pacíficu (37 países, incluyendo China).
If the Court of Justice of the European Union finds that a Member State has failed to fulfil an obligation under the Constitution, the State shall be required to take the necessary measures to comply with the judgment of the Court.	Si’l Tribunal de Xusticia de la Unión Europea declara qu’un Estáu miembru incumplió una de les obligaciones que-y incumben en virtú de la Constitución, dichu Estáu ha tar obligáu a adoptar les midíes necesaries pa la execución de la sentencia del Tribunal.
1859 — The Origin of the Species is published	En 1859, el L'orixe de les especies foi publicáu.
During a period of little more than a decade, he took control of almost all Western and Central Europe through a series of conquests and alliances, and only after his defeat in the battle of the Nations, near Leipzig, in October of 1813, he was forced to abdicate a few months later.	Nel periodu de poco más d'una década, algamó'l control de casi tol occidente y parte central d'Europa por conquistes o aliances y solo foi tras la so derrota na Batalla de les Naciones cerca de Leipzig n'ochobre del 1813 que se viere obligáu a abdicar unos meses depués.
Cohn was also the first to formulate a scheme for the taxonomic classification of bacteria.	Cohn foi tamién el primeru en formular un esquema pa la clasificación taxonómica de les bacteries.
As a result, England became split into two, the south-western half kept by the Saxons and the north-eastern half becoming known as the Danelaw.	Como resultáu d'esto, Inglaterra estremar en dos tierres, la metá al sudoeste en manos de los saxonos y la metá nororiental que se conocería agora como'l Danelaw.
In the action tape of Antoine Fuqua “Bait”, he was a Treasury agent who had to find 40 million dollars in gold.	Na cinta d'acción de Antoine Fuqua "Bait", yera un axente de l'Ayalga que tenía qu'atopar 40 millones de dólares n'oru.
Where is the board responsibility?	¿Onde tá la responsabilidá de la Junta?
He surprised many critics and filmgoers with his intricate tap-dancing striptease in Herbert Ross's musical Pennies From Heaven.	Sosprendió a munchos críticos y fanáticos col so complicáu striptease baillando claqué nel musical Pennies from Heaven, de Herbert Ross.
During this period, Blake made explorations into poetry; his early work displays knowledge of Ben Jonson, Edmund Spenser, and the Psalms.	Mientres esti periodu, Blake tamién faía esploraciones na poesía; los sos primeros trabayos amosaben la conocencia de Ben Jonson y Edmund Spenser.
In 1982, Ari Folman was a 19-year-old infantry soldier in the Israel Defense Forces (IDF).	Nel añu 1982, Ari Folman foi con 19 años soldáu d'infantería de les Fuercies de Defensa d'Israel.
After the Reformation, Roman Catholicism in Scotland continued in the Highlands and some western islands like Uist and Barra, and it was strengthened during the 19th century by immigration from Ireland.	Dempués de la Reforma, el catolicismu romanu continuó nes Highlands y delles islles del oeste como Uist y Barra, y foi fortalecíu, dimientres el sieglu XIX pola inmigración dende Irlanda.
Pathogenic bacteria are a major cause of human death and disease and cause infections such as tetanus, typhoid fever, diphtheria, syphilis, cholera, food-borne illness, leprosy and tuberculosis.	Les bacteries patóxenes son una de les principales causes de les enfermedaes y de la mortalidá humana, causando infecciones tales como'l tétanos, la fiebre tifoidea, la difteria, la sífilis, el cólera, intoxicaciones alimentaries, la llepra y la tuberculosis.
He was the first American actor ever to be nominated for multiple Emmy awards for portraying the same character on three different television shows (Cheers, Frasier, and Wings).	Foi'l primer actor estaunidense en ser nomáu a múltiples premios Emmy por interpretar al mesmu personaxe en trés programes de televisión distintes: Cheers, Frasier y Wings (como actor invitáu).
New York International Airport (formerly known as Idlewild Airport) was renamed John F. Kennedy International Airport on December 24, 1963.	L'Aeropuertu Internacional de Nueva York (d'antiguo conocíu como Aeropuertu de Idlewild) foi renombráu como Aeropuertu Internacional John F. Kennedy el 24 d'avientu de 1963.
This has led to the impression overseas that naginatajutsu is a martial art that was not used by male warriors.	Esto llevó a la idea de que'l naginatajutsu ye un arte marcial que nun usaben los guerreros homes.
The researchers have proven that the polymeric matrix that makes up the biofilms, apart from providing carbohydrates for the bacterial metabolism, has a high capacity of adsorption of metals through ionic exchange, and therefore it constitutes an interesting model to design materials that are useful for cleaning contaminated waters.	Comprobóse que la matriz polimérica que forma les biopelícules, amás d'aprovir de carbohidratos pal metabolismu bacterianu, tien una alta capacidá de adsorción de metales por aciu intercambiu iónicu, polo que constitúi un modelu interesante pa diseñar materiales útiles pa la llimpieza d'agües contaminaes.
She was also the leading actress in the thriller and black comedy Freeway, starring alongside Kiefer Sutherland and Brooke Shields.	Tamién foi l'actriz principal nel thriller y comedia d'humor negro, Freeway, protagonizada xuntu a Kiefer Sutherland y Brooke Shields.
On 17 August 1563, Charles IX was declared of age at the Parlement of Rouen, but he was never able to rule on his own and showed little interest in government.[76] Catherine decided to launch a drive to enforce the Edict of Amboise and revive loyalty to the crown.	El 17 d'agostu de 1563 Carlos IX foi declaráu mayor d'edá nel Parlamentu de Ruan, pero nunca foi capaz de gobernar pola so cuenta y amosó poco interés nel gobiernu.[71] Catalina decidió poner en marcha una campaña pa faer cumplir l'edictu de Amboise y alicar la fidelidá a la corona.
Notable were the creation of the Studio de Fonologia (already mentioned), a studio at the NHK in Tokyo founded by Toshiro Mayuzumi, and the Phillips studio at Eindhoven, the Netherlands, which moved to the University of Utrecht as the Institute of Sonology in 1960.	Fueron notables la creación del Estudiu de Fonoloxía, un estudiu nel NHK de Tokio fundáu por Toshiro Mayuzumi, y l'estudiu de Phillips en Eindhoven, Holanda, que se treslladó a la Universidá de Utrecht como Institutu de Sonoloxía en 1960.
The album also featured one of the band’s heaviest songs, Brian May’s “Tie Your Mother Down”, which became a staple of their live shows.	L'álbum tamién destacó por unu de los cantares más heavy del grupu, el "Tie Your Mother Down" de Brian May, que convirtióse nun componente básicu de les sos actuaciones en direutu.
It was suppressed during the French Revolution but was re-established in 1896.	La universidá va ser suprimida mientres la Revolución francesa y restablecida en 1896.
in fundamental human rights, in the dignity and worth ofthe human person	fondamentales del home, na dignidá y nel valor de la persona humana y na igualdá
The first Grammy ceremony was held on May 4, 1959, to honor and respect the musical accomplishments by performers for the year 1958.	La primer ceremonia de premios Grammy celebróse'l 4 de mayu de 1959, pa honrar y respetar los llogros musicales de los artistes intérpretes o ejecutantes del añu 1958.
Bendjedid resigned and a High Council of State was installed to act as the Presidency.	Bendjedid dimitió, y formóse un Conseyu d'Estáu pa exercer la presidencia.
Despite his peasant origins, Hideyoshi became one of Oda Nobunaga's most distinguished generals, eventually taking the name Hashiba Hashiba Chikuzen no kami (Hashiba, Lord of Chikuzen).	A pesar de los sos oríxenes humildes, Hideyoshi convertir n'unu de los xenerales más distinguíos d'Oda Nobunaga, y eventualmente tomó'l nome 'Hashiba Hideyoshi' (羽柴 秀吉).
NBC is no longer shown outside the Americas on a channel in its own right.	La NBC yá nun s'amuesa fora de les Américas nuna canal nel so propiu derechu.
Between 1985 and 1991 tuberculosis increased 12 per cent in the US and 300 per cent in Africa where HIV and TB are often found together.	Ente 1985 y 1991 la tuberculosis aumentó nun 12% nos Estaos Xuníos y un 300% en África onde'l VIH y la tuberculosis suélense atopar conjuntamente.
And that?s just the beginning!	¡Y esto non ye más que'l iniciu!...
The wood is red, solid and has high water resistance and it has been utilized in Polynesia for making canoes.	La madera ye colorada, sólida y bien resistente a l'agua; utilizar na Polinesia pa fabricar canoes.
Physical chemistry, also called physical chemistry is a subdiscipline of chemistry that studies the matter using physical and chemical concepts.	La Fisicoquímica, tamién llamada Química física, ye una subdisciplina de la Química qu'estudia la materia emplegando conceutos físicos y químicos.
April 11 – George Canning, Prime Minister of the United Kingdom (d.	11 d'abril - George Canning, políticu británicu que foi primer ministru del Reinu Xuníu (m.
Curtis Young was brought up by his mother and didn't meet his father until he had become a rapper about 20 years later, with his stage name being Hood Surgeon.	Curtis Young foi criáu pola so madre y nun conoció al so padre hasta que Curtis convirtiérase en raperu alredor de 20 años más tarde, siendo'l so nome artísticu Hood Surgeon.[8]
An airport terminal is a building at an airport where passengers transfer between ground transportation and the facilities that allow them to board and disembark from airplanes.	Terminal aeroportuaria ye un edificiu d'un aeropuertu nel que los pasaxeros faen la conexón ente'l tresporte terrestre y les instalaciones que-yos permiten embarcar y desembarcar n'aeronave.
It is called MIDI (Musical Instrument Digital Interface).	L'estándar denominóse MIDI (Musical Instrument Dixital Interface).
International Day to End Impunity for Crimes Committed Against Journalists	Día Internacional pa Poner Fin a la Impunidá de los Crímenes contra Periodistes
The University of Oviedo and HUNOSA extend their collaboration in matters of research	La Universidá d'Uviéu y l'empresa Hunosa amplíen la so collaboración en materia d'investigación
George Bernard Shaw (26 July 1856-2 November 1950).	George Bernard Shaw (26 de xunetu de 1856-2 de payares de 1950).
The weakest category is an F0 (or EF0) tornado, can damage trees, but not substantial structures.	Un tornáu F0 ó EF0, la categoría más débil, causa dañu a árboles pero non a estructures.
There was a gentle silence between the two.	Asentóse un silenciu raru ente los dos.
During the German occupation of France, Signoret mixed with an artistic group of writers and actors who met at a café in the Saint-Germain-des-Prés quarter, Café de Flore.	Mientres la ocupación alemana de Francia, Signoret rellacionar con un grupu artísticu d'escritores y actores que s'axuntaben nel Café de Flore en Saint-Germain-deas-Prés.
The national capital of India, New Delhi is jointly administered by both the federal Government of India and the local Government of Delhi, is also the capital of the NCT of Delhi.	La capital nacional d'India, Nueva Delhi ta alministráu conjuntamente pol gobiernu federal de la India y el Gobiernu local de Delhi, ye tamién la capital de la NCT de Delhi.
Nanotech is the engineering of functional systems at the molecular scale level.	La nanoteunoloxía ye la inxeniería de sistemes funcionales a escala molecular.
As the result of their meeting in a festival, they decided to work together to create an Asturian folk group which they named after a mountain in the county of Cuideiru: LLAN DE CUBEL.	Dempués de coincidir nun festival, deciden trabayar conxuntamente na fechura d'un grupu de folk asturianu, al que bauticen col nome d'un monte del conceyu pixuetu de Cuideiru: Llan de Cubel.
Xosha Kai Roquemore(pronouced Zo-sha) (born December 11, 1984) is an American actress.	Xosha Roquemore (pronunciáu Zo-sha) (nacida'l 11 d'avientu de 1984) ye una actriz estaunidense.
The 3 World Trade Center, a Marriott hotel, was destroyed during the collapse of the two towers.	El World Trade Center 3, un hotel Marriott, foi destruyíu mientres el derrumbe de los dos torres.
An OpenGL Elite-like space game	Xuegu espacial OpenGL asemeyáu a Elite
Geomatic Engineering Bachelors in Sciences	n'inxeniería geomática llicenciaos en ciencies
Like Franck before him, Reutter did not always bother to make sure Haydn was properly fed.	Como Frankh enantes, Reutter non siempres s'aseguraba de que Haydn tuviera alimentáu de forma correcta.
West Side Story had a respectable run of 732 performances (1,040 in the West End), while The Music Man ran nearly twice as long, with 1,375 performances.	Sía que non, West Side Story tuvo una respetable carrera de 732 representaciones (1040 nel West End londinense), ente que The Music Man representóse mientres casi'l doble de tiempu, con 1.375 actuaciones.
In 2009, Brown pleaded guilty to felony assault of singer Rihanna, and was sentenced to five years probation and six months of community service.	En 2009, Brown declaróse culpable de maltratu a la cantante Rihanna, y foi sentenciáu a cinco años de llibertá condicional y seis meses de serviciu comuñal.
Bokmål is used in 92% of all written publications, Nynorsk in 8% (2000).	El bokmål utilízase nel 92 % de les publicaciones escrites, y el nynorsk nel 8 % (2000).
By June 20, 2010, Aniston's movies had grossed more than $1 billion in the United States and over $1.7 billion worldwide.	El 20 de xunu de 2010 les películes d'Aniston atroparen más de 1000 millones nos Estaos Xuníos y más de 1700 millones en tol mundu.
He launched the movement in his Futurist Manifesto, which he published for the first time on 5 February 1909 in La gazzetta dell’Emilia, an article then reproduced in the French daily newspaper Le Figaro on 20 February 1909.	Esti llanzó'l movimientu al traviés del so I manifesti del futurismo (Manifiestu del futurismu), espublizáu por primer vegada el 5 de febreru de 1909 en La Gazzetta dell'Emilia y reproducíu dempués el 20 de febreru de 1909 nel diariu Le Figaro de París.
A female gorilla in the Nouabalé-Ndoki National Park in the Republic of Congo was recorded using a stick as if to gauge the depth of water whilst crossing a swamp.	Una fema de gorila nel parque nacional de Nouabalé-Ndoki (Republica del Congo) foi grabada usando un palu como si midiera la fondura de l'agua d'un banzáu enantes de crucialo.
Cristofori’s new instrument remained relatively unknown until an Italian writer, Scipione Maffei, wrote an enthusiastic article about it (1711), including a diagram of the mechanism.	El nuevu preséu construyíu por Cristofori caltúvose relativamente desconocíu hasta qu'el escritor italianu Francesco Scipione escribió un entusiasta artículu sobre'l pianu en 1711, incluyendo una diagrama del so mecanismu.
The 2006–2007 season was the first in which the CDC had recommended that children younger than 59 months receive the annual influenza vaccine.	La temporada 2006–2007 foi la primera na qu'el CDC encamentó la vacunación añal de los neños menores de 5 años.[85]
1 Vanuatu Vanuatu, officially the Republic of Vanuatu, is a Pacific island nation located in the South Pacific Ocean.	Vanuatu[1], oficialmente República de Vanuatu, ye un país allugáu nel Océanu Pacíficu Sur.
On April 8, 1994, Kurt Cobain was found dead at his home in Seattle, the victim of a suicide by a self-inflicted shotgun wound to the head.	El 8 d'abril de 1994, Cobain foi atopáu muertu na so casa en Seattle, víctima de lo qu'oficialmente foi afirmáu un suicidiu por una ferida autoinfligida na cabeza, el 5 d'abril.
1986The Federated States of Micronesia gain independence from the United States.	1986 - Los Estaos Federaos de Micronesia algamen la independencia de los Estaos Xuníos.
The equinoctial Earth Day is celebrated on the March equinox (around March 20) to mark the precise moment of astronomical spring in the Northern Hemisphere, and of astronomical autumn in the Southern Hemisphere.	El Día Equinoccial de la Tierra ye celebráu nel equinocciu de marzu, alredor del día 20, pa señalar el momentu esactu de la primavera astronómica nel Hemisferiu Norte, y el seronda astronómicu nel Hemisferiu Sur.
The show premiered at ABC Family on June 3, 2013 and has since been a hit audience for the chain.	L'espectáculu estrenar en ABC Family el 3 de xunu de 2013 y dende entós foi un ésitu d'audiencia pa la cadena.
In 1917, the United States purchased St. John, St. Thomas, and St. Croix from Denmark for U.S.$25 million, renaming them the U.S. Virgin Islands.	En 1917, Estaos Xuníos mercó Saint John, Saint Thomas y Saint Croix a'l daneses por diecisiete millones de dólares estadounidenses, renombrándolas por "Islles Vírxenes de los Estaos Xuníos" ("United States Virgin Islands").
The Moon is the only Natural Satellite of the Earth	La Lluna ye l'únicu satélite natural de la Tierra.
In spite of the emotional distractions, during the summer of 1910 Mahler worked on his Tenth Symphony, completing the Adagio and drafting four more movements.[102][103] He and Alma returned to New York in November 1910, where Mahler threw himself into a busy Philharmonic season of concerts and tours.	A pesar de les distracciones emocionales, mientres el branu de 1910 Mahler trabayó nel so Décima Sinfonía, completando'l Adaxu y esbozando cuatro movimientos más.[102][103] Xuntu cola so esposa, tornó a Nueva York en payares d'esi añu y llanzóse a una entamanada temporada de conciertos y xires cola Filarmónica.
The first record showing the name Austria is from 996 where it is written as "Ostarrîchi", referring to the territory of the Babenberg March.	La primer muerte col nome d'Austria ye de 996 nel que ta inscritu como Ostarrîchi, refiriéndose al territoriu de la marca de los Babenberg.
The population of fishes in the river is moderately high, with Sukkur, Thatta and Kotribeing the major fishing centres - all in the lower Sindh course.	La población de pexes nel ríu ye moderadamente alta, siendo Sukkur, Thatta y Kotri los principales centros pesqueros, toos nel cursu inferior de Sindh.
The State of Mexico	La ciudá de México
She left school after Center Stage, which film led to appearances in the Britney Spears vehicle Crossroads (2002) and the comedy-drama Drumline (2002).	Dexó la escuela dempués de la so participación na película Center Stage, apaeciendo darréu xuntu a Britney Spears en Crossroads y na comedia dramática Drumline (2002).
Other sports events in Beirut include the annual Beirut Marathon, hip ball, weekly horse racing at the Beirut Hippodrome, and golf and tennis tournaments that take place at Golf Club of Lebanon.	Otros eventos deportivos en Beirut inclúin al Maratón de Beirut, celebráu añalmente dende 2003, carreres de caballos selmanales nel Hipódromu de Beirut, y torneos de golf y tenis que se lleven a cabu nel Club de Golf de El Líbanu.
Considered a master of hard science fiction, Asimov. along with Robert A. Heinlein and Arthur C. Clarke, was considered one of the "Big Three" science fiction writers during his lifetime.	Asimov foi reconocíu como un mayestru del xéneru de ciencia ficción y, xuntu con Robert A. Heinlein y Arthur C. Clarke, foi consideráu ún de los "Trés Grandes" escritores de ciencia ficción demientres la so vida.
Contemporary experimenters could not replicate the discovery, and in fact it was dismissed as an error for many years.[21][22]	Otru investigadores contemporaneos nun fueron capaces de reproducir esti esperimentu y, ello ye que foi consideráu como un erru mientres munchos años.[20][21]
Throughout Justinian''s reign, the cities and villages of the East prospered, although Antioch was struck by two earthquakes (526, 528) and sacked and evacuated by the Persians (540).	A lo llargo del reináu de Justiniano, les ciudaes y pueblos d'oriente espolletaron, magar que Antioquía sufrió dos terremotos (526, 528) y foi escalada y sacupada na guerra contra los perses (540).
Mate- its scientific name is Ilex paraguariensis.	El nome científicu ye "ilex paraguariensis".
1346 - Battle of Neville's Cross: David II of Scotland is captured by Edward III of England, near Durham, and is imprisoned in the Tower of London for 11 years.	1346 - Batalla de Neville's Cross: El rei David II d'Escocia foi capturáu por Eduardu III d'Inglaterra en Calais, y fechu prisioneru na Torre de Londres durante once años.
Since signing an international record deal with Island Records in 1999, the band has released five studio albums, one live album (under two different titles), two live DVDs, more than fifteen singles, and sold over ten million albums worldwide.	Dende la firma d'un alcuerdu con Island Records nel 1999, el grupu llanzó cinco álbumes d'estudiu, dos CD en vivu, dos DVD en vivu, un recopilatioriu y más de quince singles, dando cómo resultáu millones de copies vendíes alredor del mundiu.
Along with directing and co-writing the film, he was part of the cast that included Jon Hamm, Jeremy Renner, Chris Cooper and Blake Lively.	Xuntu cola dirección y co escritu-la película, foi parte del elencu qu'incluyía a Jon Hamm, Jeremy Renner, Chris Cooper y Blake Lively.
In gaining approval for the project, the Port Authority of New York and New Jersey agreed to take over the Hudson & Manhattan Railroad which became the Port Authority Trans-Hudson.	Pa llograr l'aprobación pal proyectu, la Autoridá Portuaria de Nueva York y Nueva Xerséi aportó a tomar el Ferrocarril de Hudson y Manhattan, que tresformóse na Autoridá Portuaria Trans-Hudson (PATH, poles sos sigles n'inglés).
Donald's act is to recite the poems "Mary Had a Little Lamb" and "Little Boy Blue", but every time he tries, the mischievous orphans taunt him or harass him, leading the duck to fly into a squawking fit of anger.	L'actu de Donald ye recitar los poemes María tenía un corderín y Little Boy Blue, pero cada vez qu'intenta faelo, los traviesos huerfanitos búrllense o hostigan, faciendo que caya nun gran enoxu de gazníos.
Until 1814, the Kingdom included the Faroe Islands (since 1035), Greenland (1261), and Iceland (1262).You Should Travel Norway This Holiday Season.	Hasta 1814 el reinu incluyía tamién les islles Feroe (dende 1035), Groenlandia (dende 1261) ya Islandia (dende 1262).
The new complex will include One World Trade Center formerly known as the Freedom Tower, 7 World Trade Center, three other high-rise office buildings, a museum and memorial, and a transportation hub similar in size to Grand Central Terminal.	El nuevu complexu va incluyir al One World Trade Center (enantes conocíu como Freedom Tower, n'español Torre de la Llibertá), al World Trade Center 7, a otros trés edificios d'oficines de gran altor, a un muséu y memorial y a una terminal de tresporte de tamañu similar a la Grand Central Terminal.
And the journey continued...	Y el viaxe continua...
If a Member State persists in failing to put into practice the recommendations of the Council of Ministers, the Council of Ministers may adopt a European decision giving notice to the Member State to take, within a specified time limit, steps for the deficit reduction which is judged necessary by the Council of Ministers in order to remedy the situation.	Si un Estáu miembru persiste en nun dar cursu a les recomendaciones del Conseyu, ésti va poder adoptar una decisión europea pola que s’emplace a dichu Estáu miembru a adoptar, nun tope determináu, midíes dirixíes a la reducción del déficit que’l Conseyu considere necesaria pa remediar la situación.
The Game responded with “240 Bars (Spider Joke)”a song mainly aimed at Spider Loc, but also addressing Tony Yayo and rap group M.O.P and on the song “The Funeral 100 Bars”.	El cual fixo'l cantar "240 Bars (Spider Joke)" dirixida principalmente a Spider Loc, pero tamién dirixida a Tony Yayo y el grupu de rap M.O.P.[30]
He studied at Columbia University and worked as an apprentice in his father's company until his father went bankrupt in 1923.	Estudió na Universidá de Columbia y trabayó como aprendiz nel negociu del so padre hasta que quebró en 1923.
In 62, Tigranes invaded the Parthian province of Adiabene.[118] Again, Rome and Parthia were at war and this continued until 63.	Nel añu 62, Tigranes invadió la provincia parta de Adiabene.[47] Una vegada más, Roma y Partia alcuéntrase en guerra, situación que siguió hasta l'añu 63.
Vice President Gerald Ford is sworn in as the 38th President of the United States by Chief Justice Warren Burger in the East Room at the White House as Betty Ford looks on.	El Xuez Supremu Warren Burger toma xuramentu al Vicepresidente Gerald Ford como'l 38º presidente de los Estaos Xuníos nel Salón Este de la Casa Blanca mientres Betty Ford repara.
Digestion is a complex process controlled by several factors.	La dixestión ye un procesu complexu, que ye controláu por diversu factores.
The prize is awarded by an advisory committee, which includes a writer, two publishers, a literary agent, a bookseller, a librarian, and a chairperson appointed by the Booker Prize Foundation.	El procesu de selección del ganador del premiu empieza cola formación d'un comité qu'inclúi un escritor, dos editores, un axente lliterariu, un llibreru, un bibliotecario y un presidente de comité que ye nomáu pola Booker Prize Foundation.
In late 2004, Simpson released her first Christmas album titled Rejoyce: The Christmas Album .	A finales de 2004, Simpson llanzó'l so cuartu álbum d'estudiu, Rejoyce: The Christmas Album, el so primer álbum de Navidá.
To determine the license that applies to the content that you seek to re-use or redistribute, you should review the page footer, page history, and discussion page.	Pa determinar la llicencia que s'aplica al conteníu que quies reutilizar o redistribuyir, habríes revisar el pie de páxina, l'historial de la páxina y la páxina d'alderique.
Rebuilt since 1949, the city is now a major interior port and a commercial and industrial center.	Reconstruyida a partir de 1949, la ciudá ye agora un importante puertu y centru comercial ya industrial.
The first building to apply the tube-frame construction was the DeWitt-Chestnut Apartment Building which Khan designed and was completed in Chicago	El primer edificiu nel que s'aplicó este sistema de construcción con tubos extruíos foi el DeWitt-Chestnut Apartment Building, diseñáu por Khan y termináu en 1966.
The pioneers of the genre were Skyclad, Cruachan, Primordial and Waylander.	Los pioneros d'este subxéneru yeren Cruachan, Primordial y Waylander.
